Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
2453,,,,0,4,1,0,4,3,3,4,1,2,4,2,2,0,4,3,4
2454,,,,2,0,1,1,3,3,0,4,0,1,1,4,1,0,1,1,1
2455,,,,2,2,2,1,4,3,3,0,0,3,3,2,4,1,2,3,3
2456,,,,1,1,4,4,0,3,0,3,3,2,2,2,2,2,2,2,4
2457,,,,1,0,1,0,2,3,3,2,3,0,3,0,3,3,4,0,1
2458,,,,0,0,0,3,3,3,3,3,2,0,1,4,2,1,3,4,2
2459,,,,3,0,3,3,0,2,3,2,0,2,4,1,3,0,1,4,4
2460,,,,4,3,1,2,1,4,1,2,0,3,3,0,0,1,2,0,4
2461,,,,4,3,3,1,0,1,3,0,1,2,1,4,3,4,1,1,2
2462,,,,4,1,1,3,4,1,4,3,1,4,4,0,0,3,1,4,1
2463,,,,4,4,1,1,2,4,0,1,4,4,2,3,2,3,2,0,2
2464,,,,3,4,4,4,0,1,1,4,1,1,2,0,1,1,0,0,4
2465,,,,4,2,1,0,4,2,1,2,1,4,0,4,3,2,0,0,3
2466,,,,0,4,2,0,1,2,2,1,1,1,4,2,1,0,1,3,0
2467,,,,2,1,2,0,0,3,1,3,1,0,1,4,3,3,4,3,2
2468,,,,0,0,3,1,2,1,4,3,4,0,4,1,1,4,3,3,3
2469,,,,4,2,3,0,1,2,3,1,3,4,4,2,2,1,4,4,4
2470,,,,2,3,0,0,0,2,3,0,2,3,1,3,1,4,0,4,0
2471,,,,1,1,3,0,4,2,2,3,3,3,1,3,0,4,4,3,0
2472,,,,1,0,2,4,2,2,4,0,0,3,2,1,4,0,0,1,0
2473,,,,4,2,1,2,4,4,4,3,2,1,3,2,3,4,2,2,4
2474,,,,0,3,3,3,1,0,3,0,1,1,0,2,2,3,4,4,2
2475,,,,1,0,0,1,3,4,4,2,3,1,3,0,2,3,0,4,4
2476,,,,4,0,2,2,0,2,3,2,0,1,1,3,4,1,1,0,0
2477,,,,2,2,4,1,3,2,0,0,2,4,0,0,0,0,2,0,3
2478,,,,4,3,2,4,3,2,1,4,2,4,3,0,4,4,2,0,2
2479,,,,3,2,3,0,3,0,2,3,0,3,4,1,0,4,0,0,3
2480,,,,2,4,1,4,3,2,4,0,3,1,1,1,1,3,4,4,0
2481,,,,2,3,4,1,3,3,2,3,3,1,4,2,2,2,3,3,1
2482,,,,0,0,0,4,0,0,4,1,3,2,0,2,4,1,0,3,3
2483,,,,2,0,0,3,4,0,3,3,2,1,3,4,0,4,2,3,0
2484,,,,1,2,3,4,3,2,2,2,1,4,1,0,2,2,4,3,1
2485,,,,3,1,4,3,3,0,3,0,4,0,2,0,4,0,2,3,0
2486,,,,2,4,2,2,0,2,3,0,3,1,2,1,2,3,4,1,0
2487,,,,1,0,2,1,0,2,4,3,3,4,1,3,4,2,4,3,0
2488,,,,3,1,1,4,2,1,2,1,3,2,3,3,3,4,3,3,3
2489,,,,4,0,4,2,2,4,2,3,3,0,4,2,1,3,1,0,4
2490,,,,4,1,0,0,4,0,4,3,3,1,0,3,1,3,1,4,3
2491,,,,1,4,3,3,4,0,1,4,0,1,2,4,3,4,4,2,0
2492,,,,2,1,2,1,0,2,3,0,1,1,1,3,2,0,1,1,1
2493,,,,1,4,1,3,1,0,1,3,4,4,2,4,4,0,0,1,0
2494,,,,3,0,2,4,1,4,2,2,2,2,0,4,3,2,0,4,3
2495,,,,3,2,4,2,4,0,3,0,4,0,0,2,4,2,0,2,2
2496,,,,2,4,2,4,2,3,2,1,0,3,2,3,1,4,2,0,2
2497,,,,1,0,0,3,1,0,0,0,1,2,3,2,4,2,0,0,3
2498,,,,3,1,1,4,4,2,1,0,3,0,3,0,2,0,0,1,0
2499,,,,4,3,4,4,3,2,1,3,1,1,3,2,3,3,1,3,2
2500,,,,2,3,0,1,3,4,0,3,1,0,0,1,4,4,3,3,4
2501,,,,2,1,2,3,3,3,0,4,3,3,3,4,0,2,0,3,3
2502,,,,3,3,3,0,3,3,0,2,3,4,4,3,2,4,4,4,0
2503,,,,0,3,1,3,4,0,4,4,3,0,0,0,1,4,4,3,0
2504,,,,1,1,4,1,1,3,1,3,0,3,0,3,1,3,4,0,3
2505,,,,2,4,1,1,4,4,4,2,4,0,4,1,2,4,0,3,3
2506,,,,3,0,1,1,0,4,0,4,0,0,0,2,2,4,2,4,4
2507,,,,3,2,2,3,1,0,1,2,2,4,0,3,1,2,4,0,4
2508,,,,3,4,1,1,0,3,2,4,2,3,0,2,2,3,1,4,2
2509,,,,0,4,2,4,2,3,4,0,0,1,1,4,2,3,2,4,0
2510,,,,0,1,2,4,2,0,0,4,1,1,2,4,0,4,0,2,1
2511,,,,4,4,3,3,3,2,4,3,0,2,1,2,2,3,2,2,2
2512,,,,1,0,0,4,0,1,3,2,1,3,1,3,4,4,4,0,1
2513,,,,2,3,3,1,2,2,3,2,0,2,4,0,3,4,0,2,4
2514,,,,4,2,1,4,3,2,0,0,2,0,1,1,0,2,0,3,0
2515,,,,4,1,3,4,3,3,3,3,2,1,1,3,1,2,0,2,1
2516,,,,2,1,0,2,1,3,4,0,1,1,4,0,0,3,2,2,0
2517,,,,0,0,0,2,2,3,0,2,2,1,4,0,4,3,3,2,0
2518,,,,1,1,0,3,0,2,3,3,4,3,1,4,0,3,4,0,1
2519,,,,0,3,0,2,3,4,3,4,0,0,4,1,4,4,1,2,0
2520,,,,3,4,3,1,3,4,1,0,4,4,4,3,2,1,0,2,2
2521,,,,4,1,1,1,0,0,1,3,1,1,4,0,1,3,0,1,3
2522,,,,4,3,4,3,3,4,2,0,1,2,2,4,2,1,3,3,4
2523,,,,4,1,4,0,4,1,4,0,4,2,4,0,4,4,0,2,1
2524,,,,3,1,4,4,1,3,4,3,4,2,2,0,3,1,3,0,2
2525,,,,3,4,1,2,1,2,4,0,0,4,3,1,4,4,3,4,0
2526,,,,0,0,3,0,0,0,3,1,4,1,4,1,3,0,3,3,0
2527,,,,2,2,3,3,0,1,3,1,2,0,2,1,4,3,1,1,3
2528,,,,4,1,0,3,4,0,1,1,4,3,1,4,2,0,4,3,4
2529,,,,4,1,3,0,2,2,2,1,4,2,2,2,4,2,2,0,4
2530,,,,2,1,4,1,2,0,4,3,4,0,2,3,2,3,4,1,4
2531,,,,0,3,3,1,0,3,1,3,0,2,2,3,4,0,4,0,4
2532,,,,4,0,3,1,4,1,3,3,3,1,1,0,3,3,4,1,0
2533,,,,3,0,2,3,2,3,3,3,3,3,0,4,3,3,2,1,4
2534,,,,1,1,2,2,1,1,4,1,1,2,1,1,3,1,2,0,4
2535,,,,3,2,3,2,1,4,0,0,4,3,3,2,4,2,3,3,0
2536,,,,1,2,0,3,1,1,3,1,1,3,2,0,3,3,0,3,4
2537,,,,1,0,2,2,3,3,4,1,0,1,0,2,3,0,4,2,4
2538,,,,4,3,1,3,2,3,3,4,3,4,2,0,2,2,0,3,2
2539,,,,4,1,0,2,0,0,1,3,2,0,1,1,0,3,2,1,3
2540,,,,0,2,1,3,2,2,4,1,3,1,2,0,0,0,4,1,4
2541,,,,2,2,0,3,2,3,0,4,4,4,3,2,0,3,1,1,3
2542,,,,3,3,0,3,4,2,2,1,1,0,2,3,0,1,3,4,3
2543,,,,1,4,0,2,2,2,2,3,4,2,4,4,2,1,0,2,4
2544,,,,4,2,0,4,1,3,1,0,1,1,0,2,1,4,2,2,1
2545,,,,3,2,0,3,0,0,0,0,4,2,4,0,4,4,4,2,0
2546,,,,0,2,2,2,2,2,2,4,3,4,3,1,2,0,2,4,4
2547,,,,1,4,0,1,2,2,2,3,2,4,0,1,2,3,4,0,0
2548,,,,2,3,0,3,0,3,1,4,1,2,0,3,4,0,0,0,4
2549,,,,4,2,2,1,3,1,2,1,2,0,4,0,3,2,0,3,1
2550,,,,2,1,2,3,0,4,2,2,3,4,0,4,0,2,3,2,4
2551,,,,0,2,0,2,4,4,4,1,2,2,4,2,1,2,0,4,0
2552,,,,1,0,3,4,1,3,3,0,3,4,1,3,3,0,1,3,1
2553,,,,1,3,1,2,0,2,4,2,0,0,1,4,0,0,3,0,1
2554,,,,0,4,2,4,1,0,4,1,3,4,2,4,0,2,1,4,1
2555,,,,0,3,2,2,2,2,0,1,4,0,0,0,0,2,3,4,4
2556,,,,1,3,4,1,2,0,2,3,1,4,2,2,3,3,1,1,2
2557,,,,0,2,2,1,4,4,1,0,3,1,4,4,4,4,3,2,0
2558,,,,0,1,3,4,2,2,3,3,1,0,1,3,4,3,2,0,0
2559,,,,1,3,4,0,3,4,1,0,4,3,1,4,0,1,0,1,2
2560,,,,4,4,0,3,4,0,3,3,4,3,0,3,2,4,1,3,3
2561,,,,1,4,3,2,1,1,4,4,4,2,0,3,2,1,4,1,2
2562,,,,2,0,4,2,1,1,4,3,1,0,1,0,0,4,1,4,3
2563,,,,1,3,2,1,1,0,1,1,0,3,4,0,3,1,2,3,3
2564,,,,4,3,4,4,3,2,2,1,4,1,2,4,0,1,1,1,2
2565,,,,1,0,3,1,2,4,3,3,4,2,3,2,1,1,3,1,1
2566,,,,4,0,1,0,4,0,4,2,3,4,0,1,2,3,2,4,2
2567,,,,0,3,4,4,2,3,4,3,3,0,2,3,4,4,1,3,3
2568,,,,1,0,3,2,0,1,4,3,2,2,4,0,4,2,3,3,0
2569,,,,3,1,0,1,3,4,4,1,2,3,1,4,2,3,3,4,3
2570,,,,0,3,1,3,2,1,1,2,4,1,4,4,3,3,4,3,3
2571,,,,4,3,3,4,3,1,0,3,3,1,1,1,3,1,4,4,0
2572,,,,3,4,4,0,4,3,3,3,4,4,1,4,1,4,3,2,4
2573,,,,4,3,3,2,1,2,2,4,3,3,4,0,1,3,4,1,4
2574,,,,0,2,4,2,4,4,0,2,0,2,4,1,3,4,3,0,3
2575,,,,3,0,2,4,4,1,2,4,4,0,0,0,0,4,3,2,4
2576,,,,1,2,4,4,3,4,0,0,4,4,2,1,0,0,4,1,4
2577,,,,1,2,0,4,3,2,0,3,2,0,3,0,3,4,1,3,2
2578,,,,4,2,1,0,2,1,3,3,0,1,3,3,3,2,1,1,0
2579,,,,1,0,2,4,1,3,3,1,4,3,3,3,2,4,0,3,2
2580,,,,3,3,1,4,2,0,2,0,4,4,4,1,0,3,3,1,1
2581,,,,4,1,0,3,3,0,2,1,1,4,0,4,2,1,4,4,3
2582,,,,0,2,2,4,1,4,4,4,4,0,0,0,4,1,3,1,0
2583,,,,2,3,0,1,4,0,4,2,3,2,2,4,1,2,3,3,1
2584,,,,2,1,3,0,2,1,1,2,4,2,0,0,3,4,1,3,1
2585,,,,0,2,2,3,3,1,3,4,2,3,1,4,0,2,4,3,1
2586,,,,0,3,2,1,2,0,0,3,1,2,2,2,0,0,1,3,4
2587,,,,3,2,4,2,1,1,4,4,3,3,0,0,1,3,2,2,4
2588,,,,0,3,1,4,0,1,2,0,4,2,1,1,1,3,1,2,4
2589,,,,2,1,4,4,2,0,4,0,0,2,4,3,4,1,3,2,1
2590,,,,3,2,4,1,2,3,4,2,2,1,0,1,3,4,4,2,4
2591,,,,0,4,3,3,4,2,0,3,1,0,4,1,0,1,1,2,3
2592,,,,4,1,1,2,2,2,4,1,0,3,4,2,1,1,1,2,4
2593,,,,2,3,0,2,0,2,2,3,2,1,2,2,4,0,2,1,1
2594,,,,3,2,1,3,4,3,4,4,0,3,2,2,1,0,0,2,4
2595,,,,3,2,2,0,2,3,0,0,1,3,2,2,1,3,4,4,2
2596,,,,4,0,0,0,3,3,3,3,2,4,2,3,1,4,1,4,2
2597,,,,2,2,1,0,1,0,3,4,3,4,4,1,4,3,1,1,3
2598,,,,1,4,1,3,4,3,2,2,2,2,3,1,1,1,2,2,3
2599,,,,3,3,4,4,2,0,4,4,0,3,4,4,1,3,2,4,3
2600,,,,3,0,1,2,0,1,2,0,2,1,3,2,0,2,4,0,1
2601,,,,4,3,1,4,2,4,3,2,3,0,2,1,1,4,1,0,3
2602,,,,3,0,2,3,3,2,0,3,0,4,3,4,1,4,4,2,3
2603,,,,1,1,0,4,0,2,1,0,1,0,3,4,1,0,2,0,0
2604,,,,2,4,0,0,1,2,1,4,4,0,0,3,3,0,3,0,0
2605,,,,4,2,2,2,2,1,2,0,2,1,2,2,3,0,4,1,3
2606,,,,4,3,1,1,0,0,0,4,4,4,2,3,3,4,3,1,2
2607,,,,3,0,4,1,4,1,2,1,4,3,4,1,1,4,3,2,4
2608,,,,4,1,1,0,0,3,3,1,1,2,0,4,2,3,1,0,2
2609,,,,1,4,1,2,3,0,2,3,4,3,1,2,3,2,3,2,3
2610,,,,4,4,4,1,3,2,0,4,0,3,3,4,4,2,2,2,1
2611,,,,4,2,3,4,3,0,4,4,2,0,0,3,3,2,2,1,3
2612,,,,2,3,0,4,1,4,1,3,3,0,4,2,0,4,1,1,4
2613,,,,1,1,4,1,0,4,4,3,1,2,3,1,1,3,0,0,0
2614,,,,2,1,4,0,4,3,4,3,2,4,0,2,2,4,0,0,3
2615,,,,4,4,1,3,3,4,4,1,1,4,0,4,4,3,0,2,2
2616,,,,0,1,0,2,0,3,2,2,3,1,0,3,4,1,3,2,4
2617,,,,1,0,2,3,2,1,0,2,1,0,0,4,3,0,0,1,2
2618,,,,1,2,1,2,4,1,3,4,3,3,1,3,4,0,0,3,3
2619,,,,2,0,2,0,1,1,3,0,3,4,1,3,0,0,3,0,3
2620,,,,0,0,1,0,4,0,1,0,4,0,2,2,3,4,3,3,2
2621,,,,1,2,4,0,1,4,3,4,0,2,3,1,0,4,0,4,2
2622,,,,0,4,3,3,1,1,1,2,0,4,1,0,1,2,3,4,4
2623,,,,4,0,4,0,0,1,4,1,3,3,3,2,3,4,4,0,1
2624,,,,2,0,1,4,2,4,4,4,0,0,1,3,1,1,4,0,3
2625,,,,0,1,4,2,2,3,2,4,3,3,1,2,3,0,3,3,1
2626,,,,0,3,1,0,3,4,3,2,0,1,3,0,2,1,4,2,1
2627,,,,1,1,3,0,1,4,3,2,1,3,3,0,1,4,2,0,0
2628,,,,4,0,0,1,3,4,4,0,2,1,3,0,2,2,4,3,4
2629,,,,2,3,1,0,3,1,2,4,2,0,4,1,2,0,3,1,1
2630,,,,2,3,1,3,1,0,1,1,1,3,4,2,4,4,0,2,1
2631,,,,2,0,2,2,2,3,4,3,4,0,2,2,4,3,1,3,2
2632,,,,3,4,1,2,2,0,4,4,1,1,4,3,4,1,0,3,2
2633,,,,1,2,4,1,0,2,2,3,2,0,1,2,1,2,4,3,3
2634,,,,3,3,0,2,1,0,2,2,1,4,0,4,4,2,4,4,3
2635,,,,4,3,3,4,3,4,2,3,2,3,3,4,1,4,2,1,3
2636,,,,0,2,4,0,2,0,1,4,3,1,0,1,0,0,0,2,0
2637,,,,3,1,1,1,4,1,0,0,0,0,3,0,4,3,0,3,2
2638,,,,4,3,3,4,1,1,1,1,4,1,0,1,2,2,0,0,0
2639,,,,0,1,4,1,2,3,4,0,3,4,4,0,2,1,0,4,4
2640,,,,1,2,1,4,3,4,1,0,0,0,0,4,0,2,3,1,3
2641,,,,1,1,0,1,4,1,3,3,3,4,3,1,1,2,2,4,0
2642,,,,2,0,2,3,2,2,1,3,4,0,0,3,0,0,3,4,4
2643,,,,1,4,1,4,0,0,2,4,4,1,3,4,3,1,2,0,3
2644,,,,3,0,2,4,3,2,3,0,3,0,0,0,1,3,4,1,0
2645,,,,2,0,3,4,0,0,1,0,3,0,4,2,4,4,1,1,4
2646,,,,4,0,2,0,1,1,3,0,4,2,0,1,3,4,4,2,1
2647,,,,1,4,0,1,2,4,0,2,4,4,4,0,1,1,3,1,1
2648,,,,4,0,4,3,1,3,0,3,1,1,2,0,0,2,2,2,4
2649,,,,2,2,3,3,4,0,2,2,2,0,2,1,4,2,0,3,2
2650,,,,2,4,3,0,4,2,0,2,0,3,4,0,0,4,1,4,3
2651,,,,2,4,2,1,2,3,1,0,3,1,1,3,4,2,2,0,2
2652,,,,4,3,2,2,3,3,4,1,1,3,0,1,4,0,3,4,4
2653,,,,2,0,0,3,2,2,2,4,2,0,0,1,2,2,0,4,0
2654,,,,3,0,1,0,4,2,4,3,3,2,0,1,0,3,2,4,0
2655,,,,0,3,0,1,3,2,0,1,3,4,0,4,1,4,2,3,0
2656,,,,3,3,0,3,3,2,1,3,0,4,4,1,1,1,2,2,3
2657,,,,2,0,4,1,2,3,0,2,4,0,2,3,0,2,2,0,1
2658,,,,3,2,1,0,3,1,4,2,1,2,1,1,4,4,4,1,2
2659,,,,1,4,4,2,4,3,3,2,1,2,1,2,2,1,3,3,2
2660,,,,0,2,3,3,0,3,2,4,2,0,1,1,0,1,3,2,0
2661,,,,3,3,4,2,4,4,2,1,0,3,4,4,1,3,0,2,1
2662,,,,3,4,4,3,4,4,0,2,1,3,0,4,0,0,1,3,3
2663,,,,0,3,2,1,3,2,4,0,2,3,2,0,0,2,4,1,2
2664,,,,1,3,0,0,2,2,0,1,0,1,1,2,4,1,0,1,2
2665,,,,3,4,0,3,0,2,3,2,0,0,2,0,2,2,4,0,4
2666,,,,4,4,4,2,2,0,2,3,1,0,1,2,2,3,3,2,2
2667,,,,0,2,3,1,1,2,3,0,0,4,2,1,3,1,2,1,1
2668,,,,0,1,2,2,0,2,2,2,2,3,4,3,3,0,3,4,3
2669,,,,4,4,3,3,1,1,2,2,1,0,1,3,3,2,3,1,3
2670,,,,1,3,2,4,1,2,1,0,1,1,4,2,4,4,1,4,1
2671,,,,4,2,2,4,3,3,1,1,0,2,3,1,2,4,1,2,3
2672,,,,4,4,0,1,2,4,1,3,4,4,3,3,0,2,4,0,4
2673,,,,3,0,1,2,1,2,4,4,2,4,3,4,0,1,4,4,4
2674,,,,2,0,4,1,2,1,1,2,1,0,3,0,4,4,0,1,3
2675,,,,4,1,3,1,1,4,3,0,1,0,4,2,1,0,4,3,4
2676,,,,2,1,1,3,4,3,0,3,0,3,1,2,0,0,3,1,1
2677,,,,0,2,3,1,4,3,4,4,2,2,2,3,4,4,3,4,0
2678,,,,1,1,4,2,0,4,2,1,1,1,2,0,2,3,3,4,4
2679,,,,0,3,3,0,1,0,0,0,0,0,2,4,1,3,1,4,3
2680,,,,0,3,2,3,0,2,4,2,0,1,3,3,2,3,2,3,1
2681,,,,3,1,3,1,0,1,2,4,0,3,3,2,3,1,3,3,2
2682,,,,0,4,0,4,1,3,1,2,0,1,1,3,4,3,0,4,4
2683,,,,1,2,2,0,3,3,1,4,3,1,0,4,3,0,2,1,1
2684,,,,2,3,1,4,4,4,0,3,3,3,3,2,0,0,4,3,4
2685,,,,1,3,2,3,3,3,4,1,3,1,4,0,4,0,2,4,3
2686,,,,2,3,0,1,2,1,4,4,1,2,3,0,0,2,4,2,3
2687,,,,4,2,3,1,1,2,0,3,0,3,0,3,3,4,3,1,2
2688,,,,1,1,2,2,1,3,3,1,4,2,0,0,4,1,2,3,4
2689,,,,2,1,3,1,3,3,4,1,3,1,0,1,1,4,2,3,0
2690,,,,2,1,3,4,2,1,3,4,4,2,2,0,3,3,4,3,3
2691,,,,4,1,1,0,3,0,4,0,0,3,3,1,2,2,4,2,3
2692,,,,0,0,0,1,4,2,0,3,0,2,4,0,4,3,4,2,4
2693,,,,3,3,4,3,3,2,2,4,4,0,1,0,1,1,1,2,1
2694,,,,2,1,3,1,2,0,3,0,4,3,1,0,4,4,1,0,1
2695,,,,2,3,3,1,4,0,0,2,2,0,3,4,1,3,0,3,2
2696,,,,2,0,3,0,2,0,3,3,3,3,0,1,0,1,1,0,0
2697,,,,2,1,4,2,1,1,2,1,0,1,3,0,4,3,2,2,1
2698,,,,0,4,1,4,1,3,1,0,0,3,3,2,1,0,4,2,0
2699,,,,1,4,0,3,0,1,1,1,0,1,3,2,3,2,1,2,0
2700,,,,0,1,2,0,1,0,1,2,1,4,1,2,3,2,3,1,3
2701,,,,4,2,4,2,0,0,3,1,4,3,1,4,4,2,3,4,3
2702,,,,4,1,2,3,1,4,4,4,4,0,4,1,4,3,1,0,0
2703,,,,2,1,1,1,3,1,1,4,3,1,4,1,3,2,0,3,1
2704,,,,4,4,0,0,3,3,3,4,1,2,4,4,1,3,1,1,3
2705,,,,3,0,4,1,0,3,3,3,4,0,4,1,3,2,0,2,1
2706,,,,2,4,2,0,0,4,4,3,0,4,3,2,1,1,2,4,2
2707,,,,0,1,4,1,3,2,0,3,2,1,3,0,1,1,4,3,2
2708,,,,3,1,3,3,4,3,4,4,3,1,1,0,2,3,4,0,4
2709,,,,1,1,2,4,2,4,2,2,0,3,3,3,2,3,3,4,1
2710,,,,2,4,1,1,4,1,4,0,1,3,1,1,4,2,3,4,0
2711,,,,1,1,1,0,4,1,3,3,0,1,4,4,4,4,1,3,0
2712,,,,0,0,4,2,0,0,3,0,4,1,3,0,3,0,3,1,3
2713,,,,4,1,4,3,3,3,0,1,0,3,0,3,1,2,0,4,1
2714,,,,2,2,1,1,4,2,4,2,0,0,1,3,2,1,0,3,2
2715,,,,0,2,0,1,1,0,1,1,1,1,1,2,2,1,0,4,0
2716,,,,3,4,3,0,0,3,0,0,4,4,4,2,0,4,4,0,3
2717,,,,3,4,2,3,1,3,2,3,3,0,2,0,2,1,3,3,4
2718,,,,0,2,0,4,1,0,2,4,2,4,4,1,0,1,0,2,3
2719,,,,3,2,1,0,0,4,0,1,2,4,2,4,3,4,2,4,1
2720,,,,4,1,3,4,4,3,0,1,2,4,3,4,1,4,1,1,0
2721,,,,0,0,3,4,2,4,2,4,1,1,4,4,1,3,3,3,3
2722,,,,2,4,3,2,1,4,0,2,0,4,2,2,2,0,3,1,0
2723,,,,0,0,0,3,0,2,4,3,0,4,1,1,0,0,1,4,3
2724,,,,2,3,0,2,4,1,1,4,2,1,1,3,4,4,1,4,3
2725,,,,3,4,4,3,4,2,2,3,1,0,3,2,3,0,2,1,1
2726,,,,3,4,2,0,2,1,1,2,2,0,3,4,4,3,0,3,2
2727,,,,1,3,0,2,2,0,1,1,4,1,2,4,4,2,2,4,2
2728,,,,1,4,1,1,4,0,2,1,2,2,2,0,0,3,4,0,4
2729,,,,0,1,1,2,3,2,1,2,0,1,1,4,4,3,0,1,3
2730,,,,4,4,0,3,2,3,1,3,1,1,0,4,4,2,1,4,1
2731,,,,4,3,1,1,2,1,0,0,0,0,0,3,0,4,3,1,3
2732,,,,4,4,1,0,0,4,2,2,3,1,2,4,1,0,0,4,4
2733,,,,1,2,0,4,4,2,4,2,3,0,2,3,0,4,3,2,1
2734,,,,4,1,4,0,3,3,3,4,1,4,3,3,1,4,1,4,4
2735,,,,4,4,3,3,0,0,0,3,4,0,2,0,1,4,4,1,0
2736,,,,3,1,3,1,2,1,3,3,4,1,3,0,1,3,1,4,2
2737,,,,2,3,4,4,4,1,1,3,1,2,0,2,3,0,2,4,1
2738,,,,3,0,3,1,1,1,2,1,2,1,3,4,0,0,3,2,3
2739,,,,4,0,4,4,4,0,1,3,0,2,3,4,4,4,3,4,0
2740,,,,1,2,1,3,0,0,2,3,0,3,0,0,2,2,1,1,2
2741,,,,3,0,2,4,2,2,2,1,2,3,4,1,3,3,3,2,2
2742,,,,1,3,2,1,2,4,0,4,2,4,4,1,3,3,1,4,4
2743,,,,2,3,4,4,3,4,2,3,2,3,2,3,3,1,1,2,0
2744,,,,4,0,0,4,3,2,3,4,4,3,3,0,1,4,0,4,0
2745,,,,4,1,3,2,1,2,2,0,0,3,3,3,1,4,0,3,0
2746,,,,3,3,1,2,0,3,2,4,0,2,4,3,0,0,2,1,2
2747,,,,4,0,0,2,0,3,1,3,2,3,0,3,0,3,4,0,0
2748,,,,2,0,4,2,0,3,2,0,0,4,1,0,4,0,0,2,4
2749,,,,0,1,3,3,3,0,0,1,1,2,3,0,1,0,4,0,1
2750,,,,1,3,2,4,1,3,1,1,4,0,2,1,4,1,1,2,4
2751,,,,2,2,4,2,1,1,2,4,4,4,0,1,1,2,2,2,0
2752,,,,1,0,3,2,3,1,1,2,4,3,4,4,4,0,0,2,3
2753,,,,2,2,4,0,0,1,0,2,3,3,2,4,2,0,4,1,1
2754,,,,1,3,2,0,2,3,1,0,4,1,4,4,3,3,3,4,4
2755,,,,0,2,3,0,1,1,1,4,4,1,3,3,1,0,3,4,1
2756,,,,0,2,4,3,1,3,1,4,4,4,2,3,3,1,1,3,4
2757,,,,1,3,3,4,0,3,4,1,3,1,2,3,1,1,1,4,3
2758,,,,0,2,4,3,1,4,3,2,2,0,2,0,0,2,0,3,4
2759,,,,1,2,1,1,0,0,0,4,3,1,0,4,4,4,4,2,4
2760,,,,2,4,2,1,0,3,3,0,2,0,2,0,2,0,2,4,2
2761,,,,4,1,4,3,3,2,4,0,4,0,0,1,4,0,1,2,0
2762,,,,1,2,2,2,1,1,2,2,2,0,2,0,1,2,3,2,0
2763,,,,0,4,2,4,0,0,4,0,3,3,0,3,2,1,3,0,2
2764,,,,1,1,2,4,1,3,1,0,1,3,0,4,2,0,3,1,2
2765,,,,0,4,1,4,3,2,3,4,2,3,4,0,0,2,2,2,1
2766,,,,0,2,0,1,0,0,4,0,2,2,3,0,4,1,2,3,4
2767,,,,4,1,3,4,0,1,0,2,0,2,3,0,4,1,4,2,4
2768,,,,4,3,4,2,0,3,0,3,2,1,2,3,0,2,1,2,3
2769,,,,0,4,1,3,3,0,4,4,4,3,2,4,0,2,1,3,2
2770,,,,1,3,3,2,2,1,4,0,2,2,0,2,3,0,0,3,3
2771,,,,3,1,3,2,4,1,4,3,3,3,0,1,1,4,2,0,0
2772,,,,4,2,0,0,2,2,0,4,4,3,4,1,0,2,1,4,3
2773,,,,4,0,0,3,0,1,0,0,2,1,1,4,0,1,1,2,0
2774,,,,1,2,2,3,1,4,3,2,0,0,0,1,4,0,4,4,2
2775,,,,2,2,1,0,4,2,4,4,1,4,0,3,1,1,0,2,0
2776,,,,4,4,4,4,3,4,0,0,1,2,1,1,2,2,1,1,4
2777,,,,0,3,0,1,1,3,1,2,0,4,2,3,1,0,2,0,1
2778,,,,2,4,3,2,3,0,1,3,1,3,2,2,0,0,1,2,0
2779,,,,0,4,4,2,3,3,4,4,2,0,1,2,1,4,1,1,4
2780,,,,3,2,1,4,2,2,1,2,3,2,2,2,3,2,0,4,4
2781,,,,1,3,2,3,4,3,3,3,2,2,4,2,0,3,1,1,0
2782,,,,1,4,4,4,4,0,1,4,4,0,0,1,4,2,3,3,4
2783,,,,2,0,4,3,1,1,0,1,1,1,1,0,0,0,0,2,3
2784,,,,3,3,2,0,1,1,3,2,3,0,3,1,0,3,2,2,1
2785,,,,2,0,3,2,1,2,3,0,4,4,2,0,1,3,2,3,2
2786,,,,0,3,1,1,0,0,1,0,3,0,2,2,1,4,4,4,3
2787,,,,0,0,2,3,4,2,4,4,3,2,2,4,2,3,0,0,0
2788,,,,3,2,3,3,2,4,3,1,0,3,2,4,4,2,1,3,3
2789,,,,4,4,1,3,1,2,0,2,4,0,3,2,4,2,2,1,0
2790,,,,2,2,0,2,3,0,1,1,3,0,2,2,4,3,4,1,2
2791,,,,4,1,1,4,0,0,3,2,0,3,1,1,4,1,4,3,0
2792,,,,0,1,0,4,0,4,1,0,3,0,1,2,1,3,4,1,1
2793,,,,2,3,2,3,2,4,4,1,4,3,1,3,3,4,2,2,2
2794,,,,3,0,3,4,2,4,2,2,2,4,0,2,4,2,1,3,3
2795,,,,2,1,2,2,3,0,1,2,3,4,4,0,4,2,1,4,1
2796,,,,3,1,4,1,0,0,3,2,2,1,1,2,4,1,2,2,0
2797,,,,0,2,0,0,1,2,2,2,1,4,3,4,4,1,4,2,0
2798,,,,1,3,4,4,1,1,2,1,4,0,4,0,1,3,2,3,3
2799,,,,2,1,0,0,0,3,1,0,0,3,2,1,4,4,1,0,4
